airQualityLevel,observationDateTime,deviceStatus,aqiMajorPollutant,id,airQualityIndex,uv.avgOverTime,o3.avgOverTime,pm2p5.avgOverTime,co2.avgOverTime,pm10.avgOverTime,co.avgOverTime,no2.avgOverTime,airTemperature.avgOverTime,illuminance.avgOverTime,ambientNoise.avgOverTime,so2.avgOverTime,relativeHumidity.avgOverTime,atmosphericPressure.avgOverTime
POOR,2022-01-04 13:31:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,251.0,1.5,21.48,69.81,36.04,101.87,1.04,18.25,29.19,3381.83,85.21,2.22,48.71,0.94
VERY_POOR,2022-01-04 13:31:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,315.0,,92.73,97.05,250.32,134.29,0.26,4.41,29.89,17125.75,71.75,0.0,44.13,0.94
SATISFACTORY,2022-01-04 13:31:14+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,89.0,0.9,84.77,29.46,282.81,110.31,0.56,0.19,29.68,8253.35,70.43,2.4,42.06,0.94
VERY_POOR,2022-01-04 13:31:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,314.0,1.53,36.75,64.57,357.17,96.03,0.42,38.31,29.94,2476.57,82.99,0.0,45.11,0.94
VERY_POOR,2022-01-04 13:31:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,300.0,4.23,37.78,66.19,338.51,98.59,0.15,25.36,32.36,10480.47,67.1,0.13,37.65,0.94
SATISFACTORY,2022-01-04 13:31:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,84.0,0.07,24.81,32.8,64.78,68.12,1.89,46.81,28.25,361.74,78.08,4.79,48.32,0.94
POOR,2022-01-04 13:31:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,217.0,0.99,38.35,45.1,259.71,61.0,1.26,13.92,,,,0.14,,
SATISFACTORY,2022-01-04 13:31:16+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,62.0,1.03,46.28,9.24,368.98,24.64,0.45,9.99,30.57,2041.0,102.01,0.4,42.07,0.94
VERY_POOR,2022-01-04 13:31:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,344.0,0.09,41.46,80.28,516.82,162.19,0.73,16.93,28.07,431.91,84.75,0.0,47.66,0.94
VERY_POOR,2022-01-04 13:31:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,376.0,0.38,31.37,113.52,238.0,179.81,1.62,3.59,31.15,9361.51,64.61,0.0,41.94,0.94
MODERATE,2022-01-04 13:31:18+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,192.0,1.23,43.33,50.76,380.08,109.41,0.66,45.32,30.49,7446.37,78.32,0.0,42.61,0.93
VERY_POOR,2022-01-04 13:31:19+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,319.0,0.31,37.72,63.46,410.25,96.0,0.31,57.76,27.97,965.25,81.19,0.0,48.77,0.91
MODERATE,2022-01-04 13:31:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,183.0,2.36,48.98,47.89,233.87,70.71,0.4,18.19,31.93,14449.22,72.03,0.0,39.93,0.94
VERY_POOR,2022-01-04 13:31:23+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,358.0,0.74,87.63,107.97,213.45,173.01,0.98,42.69,28.98,5021.62,75.72,4.57,48.28,0.94
MODERATE,2022-01-04 13:31:25+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,151.0,0.38,24.06,35.76,0.0,59.53,1.08,29.93,30.62,2226.54,71.44,3.72,45.2,0.94
POOR,2022-01-04 13:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,278.0,0.62,27.7,68.32,0.0,130.51,0.86,57.65,29.53,13362.57,67.8,1.44,46.08,0.94
MODERATE,2022-01-04 13:46:08+05:30,ACTIVE,O3,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,100.0,0.49,138.79,29.71,184.45,51.48,1.54,0.0,34.37,11423.05,85.09,0.0,38.18,1.74
VERY_POOR,2022-01-04 13:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,336.0,0.01,30.78,79.14,274.4,120.29,0.69,55.56,27.6,191.09,75.97,0.0,50.38,0.94
SATISFACTORY,2022-01-04 13:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,74.0,0.13,42.98,21.31,253.9,33.29,0.58,7.13,28.36,3299.33,83.24,1.09,49.06,0.94
MODERATE,2022-01-04 13:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,164.0,0.73,31.71,44.62,106.39,75.31,0.99,68.18,29.1,8150.21,78.52,5.01,42.76,0.93
SATISFACTORY,2022-01-04 13:46:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,86.0,1.92,33.5,19.16,199.19,38.1,0.75,36.24,30.68,17786.37,82.03,0.05,42.45,0.94
SATISFACTORY,2022-01-04 13:46:08+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,93.0,2.04,36.74,19.7,175.17,50.57,1.03,51.7,31.79,4596.6,76.78,2.67,38.69,0.93
MODERATE,2022-01-04 13:46:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,144.0,0.72,24.74,33.44,0.0,57.2,0.76,20.68,34.7,2785.02,82.07,0.62,38.05,0.94
MODERATE,2022-01-04 13:46:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,100.0,0.22,13.86,27.29,0.0,61.76,1.96,48.11,29.38,2479.77,75.74,0.68,45.2,0.88
VERY_POOR,2022-01-04 13:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/83cdf03d-5787-7052-08aa-143cfbfb807d,323.0,0.58,52.87,114.75,399.27,310.69,0.5,30.86,29.87,5736.84,57.73,0.13,43.55,0.94
MODERATE,2022-01-04 13:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,173.0,0.2,40.74,55.37,562.58,84.97,0.41,33.73,29.33,3475.15,80.41,0.35,46.95,0.94
SATISFACTORY,2022-01-04 13:46:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,74.0,0.29,105.02,20.86,0.0,36.27,0.54,0.0,28.43,4324.83,81.79,0.0,45.01,0.9
MODERATE,2022-01-04 13:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,173.0,0.2,40.74,55.37,562.58,84.97,0.41,33.73,29.33,3475.15,80.41,0.35,46.95,0.94
POOR,2022-01-04 13:46:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,201.0,0.85,25.19,54.92,184.6,83.56,1.24,35.65,28.58,3582.79,58.43,3.0,47.57,0.94
MODERATE,2022-01-04 13:46:10+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,106.0,0.86,21.46,31.14,770.1,77.33,1.33,46.19,29.56,5794.1,80.08,0.2,42.93,0.93
SATISFACTORY,2022-01-04 13:46:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,67.0,2.0,64.55,9.96,434.54,20.5,0.81,23.45,30.71,9109.62,79.14,0.37,46.76,0.94
MODERATE,2022-01-04 13:46:11+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/10b6d0f8-ae93-6622-5d1b-76af4bebc11e,113.0,0.7,0.0,20.64,233.97,45.55,0.86,67.9,30.5,46137.03,75.07,1.29,42.5,0.94
POOR,2022-01-04 13:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,244.0,0.24,41.46,73.31,317.26,109.0,0.83,47.06,27.89,1792.5,81.1,2.42,49.75,0.94
MODERATE,2022-01-04 13:46:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,107.0,0.11,34.33,,0.0,,2.81,52.87,31.04,2229.52,79.72,0.0,41.45,0.94
SATISFACTORY,2022-01-04 13:46:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/503328c5-a2ac-bfae-fd08-cf2630f51a7b,53.0,2.03,52.26,,2.45,,0.6,0.12,29.84,7606.62,64.82,2.02,45.28,0.94
MODERATE,2022-01-04 13:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,182.0,0.1,27.67,52.19,380.72,113.75,2.12,70.42,28.85,985.28,86.25,1.08,44.65,0.94
POOR,2022-01-04 13:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,244.0,0.24,41.46,73.31,317.26,109.0,0.83,47.06,27.89,1792.5,81.1,2.42,49.75,0.94
VERY_POOR,2022-01-04 13:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,324.0,0.44,46.15,76.52,294.21,122.62,0.65,58.6,28.7,337.84,78.36,3.85,48.8,0.9
SATISFACTORY,2022-01-04 13:46:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,86.0,1.48,87.4,23.63,401.18,45.63,1.21,10.67,33.87,5474.2,69.4,0.99,35.85,0.94
POOR,2022-01-04 13:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/763f8470-1fca-6f8b-3a8b-ee883a0c5f06,249.0,0.21,33.27,57.65,325.45,89.35,0.36,0.0,31.08,1751.51,79.62,0.03,42.16,0.94
MODERATE,2022-01-04 13:46:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,189.0,1.15,35.98,37.74,0.0,71.73,0.95,67.19,30.18,3504.37,64.37,0.0,45.17,0.94
VERY_POOR,2022-01-04 13:46:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,302.0,0.13,65.63,58.48,498.58,87.53,0.54,46.81,28.31,2037.6,81.71,0.37,49.02,0.94
SATISFACTORY,2022-01-04 13:46:13+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,89.0,1.07,82.36,29.43,283.7,87.85,0.53,0.68,29.65,8131.92,70.96,2.2,41.84,0.94
MODERATE,2022-01-04 13:46:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,115.0,0.95,54.16,15.62,298.11,30.73,2.5,35.93,31.27,6420.93,78.15,1.6,42.34,0.49
VERY_POOR,2022-01-04 13:46:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,356.0,1.79,55.72,118.41,596.98,173.53,1.2,6.02,27.97,4269.62,85.02,0.53,46.5,0.94
MODERATE,2022-01-04 13:46:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,156.0,1.56,10.72,41.58,299.09,67.94,1.8,20.67,33.01,9207.36,74.06,0.89,39.85,0.88
POOR,2022-01-04 13:46:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,251.0,1.77,21.29,67.96,49.97,99.28,0.98,20.46,29.8,3480.96,85.0,2.5,47.6,0.94
VERY_POOR,2022-01-04 13:46:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,315.0,,91.76,89.6,250.22,124.43,0.28,6.02,30.24,14774.78,70.65,0.0,43.24,0.94
POOR,2022-01-04 13:46:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,217.0,0.96,38.34,39.5,261.88,59.31,1.38,18.18,,,,0.21,,
VERY_POOR,2022-01-04 13:46:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,314.0,1.25,35.98,61.85,359.67,95.28,0.43,39.36,30.13,2554.29,84.86,0.0,44.58,0.94
VERY_POOR,2022-01-04 13:46:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,344.0,0.09,40.46,83.21,519.34,180.31,0.78,17.46,28.25,388.16,83.09,0.01,46.62,0.94
SATISFACTORY,2022-01-04 13:46:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,84.0,0.07,32.91,31.4,68.88,65.52,1.48,36.94,28.52,366.76,78.11,4.06,47.54,0.94
VERY_POOR,2022-01-04 13:46:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,376.0,0.36,21.04,111.4,232.75,174.02,1.45,11.41,30.69,8093.31,64.44,0.0,42.61,0.94
SATISFACTORY,2022-01-04 13:46:16+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,62.0,1.02,45.98,8.19,367.07,18.93,0.44,9.33,30.68,2181.87,102.01,0.39,41.52,0.94
VERY_POOR,2022-01-04 13:46:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,300.0,4.16,38.79,63.48,340.1,95.2,0.14,25.65,32.62,10215.26,67.5,0.09,36.98,0.94
MODERATE,2022-01-04 13:46:17+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,192.0,1.3,40.46,47.72,374.12,108.64,0.68,44.49,30.77,7838.84,78.47,0.0,40.87,0.93
VERY_POOR,2022-01-04 13:46:19+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,319.0,0.32,36.7,63.15,409.94,95.81,0.35,58.78,28.15,962.09,81.11,0.0,47.78,0.91
MODERATE,2022-01-04 13:46:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,183.0,2.32,52.04,48.0,232.7,69.92,0.35,15.78,32.26,21094.83,69.87,0.0,39.09,0.94
VERY_POOR,2022-01-04 13:46:22+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,358.0,0.72,90.1,107.4,212.85,178.96,0.7,36.96,29.28,4778.44,75.25,3.97,47.25,0.94
MODERATE,2022-01-04 13:46:24+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,151.0,0.41,24.19,35.52,15.12,58.64,1.19,28.47,31.61,2389.83,71.66,3.98,43.07,0.94
MODERATE,2022-01-04 14:01:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,144.0,0.78,24.75,31.96,0.0,54.75,0.92,22.22,35.57,2936.26,82.44,0.73,36.62,0.94
SATISFACTORY,2022-01-04 14:01:08+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,93.0,2.05,36.53,17.66,180.73,46.01,1.12,54.64,32.04,4489.76,78.57,2.86,38.01,0.93
MODERATE,2022-01-04 14:01:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,166.0,0.71,33.49,47.32,108.61,81.74,1.1,71.39,28.94,7596.08,78.28,5.24,43.07,0.93
MODERATE,2022-01-04 14:01:09+05:30,ACTIVE,O3,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,109.0,0.51,146.94,29.61,172.36,50.68,1.35,0.0,35.01,11855.52,84.88,0.0,37.16,1.74
VERY_POOR,2022-01-04 14:01:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,336.0,0.01,29.79,77.78,280.17,115.29,0.76,56.56,27.86,192.11,73.27,0.0,49.76,0.94
SATISFACTORY,2022-01-04 14:01:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,84.0,1.81,32.85,18.78,199.92,38.15,0.76,36.78,31.09,15858.76,81.27,0.03,41.42,0.94
SATISFACTORY,2022-01-04 14:01:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,74.0,0.13,46.01,21.22,282.6,32.94,0.54,8.02,28.57,3632.58,83.3,1.11,48.66,0.94
POOR,2022-01-04 14:01:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,275.0,0.65,17.94,67.52,2.27,131.34,1.47,71.77,29.91,9291.63,68.52,1.75,45.29,0.94
MODERATE,2022-01-04 14:01:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,101.0,0.21,14.08,28.6,0.0,58.72,2.01,48.85,29.6,2328.91,75.56,0.91,44.35,0.88
MODERATE,2022-01-04 14:01:10+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,106.0,0.87,22.69,32.58,768.1,89.01,1.21,44.74,29.81,6008.16,80.25,0.17,42.3,0.93
POOR,2022-01-04 14:01:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,202.0,0.83,27.6,52.05,182.06,80.14,1.1,34.83,28.81,3572.56,58.6,2.77,47.04,0.94
SATISFACTORY,2022-01-04 14:01:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,74.0,0.28,104.98,21.7,0.0,39.68,0.49,0.0,28.52,4266.47,81.75,0.0,44.89,0.9
MODERATE,2022-01-04 14:01:10+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/10b6d0f8-ae93-6622-5d1b-76af4bebc11e,113.0,0.67,0.0,20.56,233.95,46.5,0.85,68.33,30.74,46799.72,77.38,1.36,41.73,0.94
MODERATE,2022-01-04 14:01:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,143.0,0.2,44.47,56.07,561.99,84.63,0.39,31.18,29.62,3285.94,78.05,0.0,46.16,0.94
MODERATE,2022-01-04 14:01:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,143.0,0.2,44.47,56.07,561.99,84.63,0.39,31.18,29.62,3285.94,78.05,0.0,46.16,0.94
SATISFACTORY,2022-01-04 14:01:10+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,64.0,1.93,63.75,9.98,444.5,20.04,0.8,24.24,30.95,9682.6,79.81,0.35,46.23,0.94
VERY_POOR,2022-01-04 14:01:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/83cdf03d-5787-7052-08aa-143cfbfb807d,323.0,0.52,52.02,110.56,400.86,289.99,0.44,24.7,30.44,4498.32,57.71,0.08,42.39,0.94
POOR,2022-01-04 14:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,247.0,0.23,44.19,72.03,315.75,106.24,0.73,44.05,28.02,1804.98,81.34,2.21,49.07,0.94
